OBJECTID,STCNTYFIPS,RROWNER1,YARDNAME,RROWNER1_NAME,Shape__Length
309,08001,BNSF,NORTH,BNSF RAILWAY COMPANY,1203.19833034351
310,08031,BNSF,NORTH,BNSF RAILWAY COMPANY,10194.4856617034
311,08069,BNSF,NORTH,BNSF RAILWAY COMPANY,5912.85702940721
312,48439,BNSF,NORTH,BNSF RAILWAY COMPANY,13454.3811584534
313,06013,BNSF,NORTH BAY YARD,BNSF RAILWAY COMPANY,3574.32255440277
314,48201,BNSF,NORTH HOUSTON,BNSF RAILWAY COMPANY,4942.99691814584
315,55063,BNSF,NORTH LA CROSSE YARD,BNSF RAILWAY COMPANY,4586.63135394846
316,41051,BNSF,NORTH PORTLAND,BNSF RAILWAY COMPANY,6054.77086485774
317,29077,BNSF,NORTH SPRINGFIELD,BNSF RAILWAY COMPANY,1165.43597952114
318,29510,BNSF,NORTH ST LOUIS,BNSF RAILWAY COMPANY,11840.6306936284
319,20173,BNSF,NORTH WICHITA,BNSF RAILWAY COMPANY,11440.5281532231
320,38013,BNSF,NORTHGATE,BNSF RAILWAY COMPANY,5760.1851032624
321,31123,BNSF,NORTHPORT (BNSF),BNSF RAILWAY COMPANY,8842.72782350328
322,48439,BNSF,NORTHSIDE,BNSF RAILWAY COMPANY,1160.91214528418
323,27003,BNSF,NORTHTOWN YARD,BNSF RAILWAY COMPANY,51353.9134432292
324,27053,BNSF,NORTHTOWN YARD,BNSF RAILWAY COMPANY,26524.1393135521
325,40109,BNSF,NOWERS YARD,BNSF RAILWAY COMPANY,5239.12464490163
326,55031,BNSF,ORE DOCK YARD,BNSF RAILWAY COMPANY,6243.26190272485
327,53033,BNSF,ORILLIA,BNSF RAILWAY COMPANY,6690.2545319296
328,53021,BNSF,PASCO,BNSF RAILWAY COMPANY,64409.2539970975
329,06037,BNSF,PICO RIVERA YARD,BNSF RAILWAY COMPANY,10592.005916184
330,38061,BNSF,PLAINS ALL AMERICA MANITOU,BNSF RAILWAY COMPANY,27699.1307927815
331,48189,BNSF,PLAINVIEW,BNSF RAILWAY COMPANY,5818.22891430361
332,40071,BNSF,PONCA CITY,BNSF RAILWAY COMPANY,1855.98809903697
333,08101,BNSF,PUEBLO,BNSF RAILWAY COMPANY,15710.5755853568
334,53025,BNSF,QUINCY,BNSF RAILWAY COMPANY,4320.8397160404
335,35007,BNSF,RATON,BNSF RAILWAY COMPANY,4378.57696211096
336,31019,BNSF,RAVENNA,BNSF RAILWAY COMPANY,2674.05601766661
337,53033,BNSF,RENTON,BNSF RAILWAY COMPANY,2171.65742022014
338,53033,BNSF,RENTON YARD,BNSF RAILWAY COMPANY,980.482865518946
339,27137,BNSF,RICE'S POINT,BNSF RAILWAY COMPANY,17231.1483940508
340,06013,BNSF,RICHMOND YARD,BNSF RAILWAY COMPANY,38674.4215266949
341,06099,BNSF,RIVERBANK YARD,BNSF RAILWAY COMPANY,16561.9714608562
342,17161,BNSF,ROCK ISLAND,BNSF RAILWAY COMPANY,1285.18302754542
343,53015,BNSF,ROCKY POINT,BNSF RAILWAY COMPANY,4780.21986143652
344,53015,BNSF,ROCKY POINT YARD,BNSF RAILWAY COMPANY,2553.74390281726
345,56005,BNSF,ROZET,BNSF RAILWAY COMPANY,27244.1434293169
346,29097,BNSF,RUTH,BNSF RAILWAY COMPANY,8351.10173659523
347,48439,BNSF,SAGINAW,BNSF RAILWAY COMPANY,41804.194831881
348,06071,BNSF,SAN BERNARDINO A YARD,BNSF RAILWAY COMPANY,22539.8117566927
349,06071,BNSF,SAN BERNARDINO B YARD,BNSF RAILWAY COMPANY,21477.4072331736
350,17015,BNSF,SAVANNA,BNSF RAILWAY COMPANY,9506.26067711173
351,31157,BNSF,SCOTTSBLUFF,BNSF RAILWAY COMPANY,3517.99991887606
352,48015,BNSF,SEALY,BNSF RAILWAY COMPANY,3211.71123737967
353,53033,BNSF,SEATTLE INTMDL GATE,BNSF RAILWAY COMPANY,46752.4683350166
354,53033,BNSF,SEATTLE TERMINAL #5,BNSF RAILWAY COMPANY,48231.0414496412
355,30101,BNSF,SHELBY,BNSF RAILWAY COMPANY,11206.0757530049
356,56033,BNSF,SHERIDAN,BNSF RAILWAY COMPANY,19139.5080305751
357,48181,BNSF,SHERMAN,BNSF RAILWAY COMPANY,570.727759015543
358,48181,BNSF,SHERMAN (BNSF),BNSF RAILWAY COMPANY,2649.8191478735
359,19111,BNSF,SHOPTON,BNSF RAILWAY COMPANY,7565.26481477162
360,48199,BNSF,SILSBEE,BNSF RAILWAY COMPANY,10460.6096206545
361,19193,BNSF,SIOUX CITY EAST,BNSF RAILWAY COMPANY,3181.24156359142
362,46099,BNSF,SIOUX FALLS (BNSF),BNSF RAILWAY COMPANY,4140.59101463425
363,48303,BNSF,SLATON,BNSF RAILWAY COMPANY,7606.77393278248
364,41051,BNSF,SMITH AUTO YARD,BNSF RAILWAY COMPANY,2554.95540145725
365,41051,BNSF,SMITH YARD,BNSF RAILWAY COMPANY,17180.3118509626
366,48051,BNSF,SOMERVILLE,BNSF RAILWAY COMPANY,15934.5535458427
367,48375,BNSF,SOUTH AMARILLO,BNSF RAILWAY COMPANY,65476.8374219087
368,48381,BNSF,SOUTH AMARILLO,BNSF RAILWAY COMPANY,8469.19357507796
369,40047,BNSF,SOUTH ENID (FRISCO),BNSF RAILWAY COMPANY,2494.92118126572
370,41035,BNSF,SOUTH KLAMATH FALLS YARD,BNSF RAILWAY COMPANY,12339.7775730378
371,31055,BNSF,SOUTH OMAHA,BNSF RAILWAY COMPANY,7501.16723161309
372,31043,BNSF,SOUTH SIOUX CITY,BNSF RAILWAY COMPANY,5311.5981019037
373,20177,BNSF,SOUTH TOPEKA,BNSF RAILWAY COMPANY,7023.0999100757
374,53063,BNSF,SPOKANE IND PARK,BNSF RAILWAY COMPANY,1814.51736936692
375,29077,BNSF,SPRINGFIELD,BNSF RAILWAY COMPANY,86620.9818664557
376,29077,BNSF,SPRINGFIELD NORTH,BNSF RAILWAY COMPANY,6841.20524683003
377,29077,BNSF,SPRINGFIELD SOUTH,BNSF RAILWAY COMPANY,6552.9780181552
378,29021,BNSF,ST JOSEPH,BNSF RAILWAY COMPANY,25163.1042434948
379,27123,BNSF,ST. PAUL INTERMODAL,BNSF RAILWAY COMPANY,9024.33369413214
380,53033,BNSF,STACEY ST,BNSF RAILWAY COMPANY,8745.68370994186
381,29186,BNSF,STE GENEVIEVE,BNSF RAILWAY COMPANY,10259.3692121679
382,06077,BNSF,STOCKTON INTERMODAL TERMINAL,BNSF RAILWAY COMPANY,39206.7023830888
383,17099,BNSF,STREATOR,BNSF RAILWAY COMPANY,7013.11145939501
384,53073,BNSF,SUMAS,BNSF RAILWAY COMPANY,2098.28965442935
385,48353,BNSF,SWEETWATER,BNSF RAILWAY COMPANY,24878.8054369142
386,53053,BNSF,TACOMA (UP),BNSF RAILWAY COMPANY,21312.5722898637
387,48161,BNSF,TEAGUE,BNSF RAILWAY COMPANY,6872.74168518575
388,48027,BNSF,TEMPLE,BNSF RAILWAY COMPANY,10875.1903864697
389,47157,BNSF,TENNESSEE,BNSF RAILWAY COMPANY,38156.5928767838
390,20177,BNSF,TOPEKA (BNSF),BNSF RAILWAY COMPANY,11599.2068878123
391,08071,BNSF,TRINIDAD,BNSF RAILWAY COMPANY,5247.83121001832
392,53053,BNSF,UNION STATION,BNSF RAILWAY COMPANY,8336.58507491055
393,27053,BNSF,UNION YARD,BNSF RAILWAY COMPANY,27143.6973241056
394,27123,BNSF,UNION YARD,BNSF RAILWAY COMPANY,3866.45687011679
395,53033,BNSF,VAN ASSELT,BNSF RAILWAY COMPANY,90333.8657813018
396,53011,BNSF,VANCOUVER,BNSF RAILWAY COMPANY,69590.0439933344
397,53011,BNSF,VANCOUVER TERM #2,BNSF RAILWAY COMPANY,32341.0913060447
398,35019,BNSF,VAUGHN,BNSF RAILWAY COMPANY,5623.06059687738
399,06037,BNSF,WATSON YARD,BNSF RAILWAY COMPANY,19301.8683485115
400,40151,BNSF,WAYNOKA,BNSF RAILWAY COMPANY,2511.07895379692
401,20191,BNSF,WELLINGTON,BNSF RAILWAY COMPANY,22453.2998428794
402,53007,BNSF,WENATCHEE,BNSF RAILWAY COMPANY,6973.83884321777
403,53007,BNSF,WENATCHEE YARD,BNSF RAILWAY COMPANY,2527.34333047043
404,19057,BNSF,WEST BURLINGTON,BNSF RAILWAY COMPANY,2374.55505075791
405,19057,BNSF,WEST BURLINGTON SHOPS,BNSF RAILWAY COMPANY,5855.99649538228
406,06065,BNSF,WEST CORONA YARD,BNSF RAILWAY COMPANY,3038.81201820541
407,29127,BNSF,WEST QUINCY,BNSF RAILWAY COMPANY,31245.3057970727
408,17031,BNSF,WESTERN AVE,BNSF RAILWAY COMPANY,9749.39323822121
409,30029,BNSF,WHITEFISH,BNSF RAILWAY COMPANY,12506.9558582785
410,20173,BNSF,WICHITA,BNSF RAILWAY COMPANY,110.37394175995
411,48485,BNSF,WICHITA FALLS,BNSF RAILWAY COMPANY,4255.77552462658
412,41051,BNSF,WILLBRIDGE YARD,BNSF RAILWAY COMPANY,17142.7681504223
413,38105,BNSF,WILLISTON,BNSF RAILWAY COMPANY,15490.377564603
414,27067,BNSF,WILLMAR,BNSF RAILWAY COMPANY,24174.0181526366
415,17031,BNSF,WILLOW SPRINGS,BNSF RAILWAY COMPANY,29521.7952381849
416,04017,BNSF,WINSLOW YARD,BNSF RAILWAY COMPANY,22498.6862034549
417,53039,BNSF,WISHRAM,BNSF RAILWAY COMPANY,11241.7379302775
418,53039,BNSF,WISHRAM YARD,BNSF RAILWAY COMPANY,3529.36098258106
419,30085,BNSF,WOLF POINT,BNSF RAILWAY COMPANY,8817.75324024122
420,30085,BNSF,WOLF POINT YARD,BNSF RAILWAY COMPANY,6703.02634866749
421,56005,BNSF,WYODAK COAL PLANTS YARD,BNSF RAILWAY COMPANY,1019.33994814862
422,53077,BNSF,YAKIMA,BNSF RAILWAY COMPANY,23329.2634294222
423,53077,BNSF,YAKIMA YARD,BNSF RAILWAY COMPANY,4053.67470745457
424,47157,BNSF,YALE,BNSF RAILWAY COMPANY,10727.6824201694
425,53063,BNSF,YARDLEY,BNSF RAILWAY COMPANY,70225.3224833736
426,53063,BNSF,YARDLEY YARD,BNSF RAILWAY COMPANY,5149.10969219402
427,36029,BPRR,BLASDELL,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",4630.92397559574
428,42065,BPRR,BROOKVILLE,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",10807.5699515081
429,36029,BPRR,BUFFALO CREEK,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",22723.8654591324
430,36029,BPRR,BUFFALO CREEK (BPRR),"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",9489.37394011554
431,42019,BPRR,BUTLER,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",2808.29648579084
432,42019,BPRR,BUTLER SHOPS,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",6039.39928047742
433,42033,BPRR,DUBOIS,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",32174.7772816635
434,42019,BPRR,EAST BUTLER,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",10193.7072113801
435,42049,BPRR,ERIE ASH STREET,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",1902.42333601976
436,42063,BPRR,HOMER CITY PLANT,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",2074.82161802041
437,42047,BPRR,JOHNSONBURG,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",7050.21366045793
438,42005,BPRR,MAHONING,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",2897.39868851452
439,42073,BPRR,NEWCASTLE,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",160.579223403557
440,42065,BPRR,RIKER,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",19826.9801407509
441,36029,BPRR,SENECA (BPRR),"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",3271.44016500135
442,42047,BPRR,SOUTH JOHNSONBURG,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",4819.50915993299
443,42123,BPRR,WARREN,"BUFFALO & PITTSBURGH RAILROAD, INCORPORATED",8469.91186078072
444,31055,BRAN,UNION STOCK YARD,BRANDON CORPORATION,1081.70010831613
445,17031,BRC,100TH ST,BELT RAILWAY COMPANY OF CHICAGO,5485.52303569564
446,17031,BRC,22ND ST,BELT RAILWAY COMPANY OF CHICAGO,9892.88453783156
447,17031,BRC,CLEARING,BELT RAILWAY COMPANY OF CHICAGO,81656.6251870277
448,17031,BRC,COMMERCIAL AVE,BELT RAILWAY COMPANY OF CHICAGO,9530.1080158128
449,17031,BRC,ROCKWELL ST,BELT RAILWAY COMPANY OF CHICAGO,10556.7826984331
450,48061,BRG,PT OF BROWNSVILLE,BROWNSVILLE & RIO GRANDE INTERNATIONAL RAILROAD,2303.92185504614
451,21147,BSFX,STEARNS,BIG SOUTH FORK SCENIC RAILWAY,1754.13367498573
452,36029,BSOR,BUFFALO CREEK (BSOR),"BUFFALO SOUTHERN RAILROAD, INC.",1323.55686786887
453,28087,CAGY,COLUMBUS,COLUMBUS & GREENVILLE RAILWAY COMPANY,4755.72743088597
454,28133,CAGY,HEATHMAN,COLUMBUS & GREENVILLE RAILWAY COMPANY,8649.89889249356
455,53001,CBRW,OTHELLO,"COLUMBIA BASIN RAILROAD, INC.",4256.68887865537
456,53025,CBRW,WARDEN,"COLUMBIA BASIN RAILROAD, INC.",2658.41652774567
457,01113,CCH,MAHRT,CAPE COD AND HYANNIS,2369.42415219924
458,39035,CCRL,VON WILLER,"CLEVELAND & CUYAHOGA RAILWAY, LLC",3531.27771914583
459,06077,CCT,LODI YARD,CENTRAL CALIFORNIA TRACTION COMPANY,1926.33737475215
460,12117,CFCR,RAND,CENTRAL FLORIDA COMMUTER RAIL TRANSIT,2144.03892126942
461,39003,CFE,COLE STREET,"CHICAGO, FT. WAYNE & EASTERN",9654.2044032503
462,39033,CFE,CRESTLINE,"CHICAGO, FT. WAYNE & EASTERN",7140.93885696941
463,39033,CFE,CRESTLINE TRIPLE CROWN,"CHICAGO, FT. WAYNE & EASTERN",2637.94696750298
464,18003,CFE,FORT WAYNE,"CHICAGO, FT. WAYNE & EASTERN",3411.79517486903
465,06055,CFNR,LOMBARD YARD,CALIFORNIA NORTHERN RAILROAD COMPANY,5402.23486191588
466,06055,CFNR,NAPA JUNCTION YARD,CALIFORNIA NORTHERN RAILROAD COMPANY,5346.78917926234
467,06113,CFNR,WOODLAND YARD,CALIFORNIA NORTHERN RAILROAD COMPANY,1224.91842942526
468,01069,CHAT,BARRETT,CHATTAHOOCHEE BAY RAILROAD,4706.43762588967
469,42025,CHR,PALMERTON,CHESTNUT RIDGE RAILWAY COMPANY,848.758842522377
470,19113,CIC,CEDAR RAPIDS SHOPS (CIC),CEDAR RAPIDS & IOWA CITY RAILWAY COMPANY,10738.1992524962
471,19113,CIC,SMITH-DOWS (CIC),CEDAR RAPIDS & IOWA CITY RAILWAY COMPANY,5369.28504498628
472,18031,CIND,HONDA AUTOLOAD,CENTRAL RAILROAD OF INDIANA,2042.87660640486
473,18031,CIND,HONDA PLANT,CENTRAL RAILROAD OF INDIANA,7157.8648142104
474,39061,CIND,VALLEY JUNCTION,CENTRAL RAILROAD OF INDIANA,3328.94497444629
475,13099,CIRR,CEDAR SPRINGS,CHATTAHOOCHEE INDUSTRIAL RAILROAD,3683.57839850858
476,37117,CLNA,BELEWS CREEK PLANT,"CAROLINA COASTAL RAILWAY, INC.",1062.23333363026
477,37031,CLNA,MOREHEAD CITY,"CAROLINA COASTAL RAILWAY, INC.",1733.84722542543
478,36115,CLP,TUB MTN. (WHITEHALL),CLARENDON & PITTSFORD RAILROAD COMPANY,1974.38394710071
479,34009,CMSL,TUCKAHOE,CAPE MAY SEASHORE LINES,1415.0293409702
480,19193,CN,28TH STREET,CANADIAN NATIONAL - NORTH AMERICA,2782.61951844009
481,42049,CN,ALBION 'A' YARD,CANADIAN NATIONAL - NORTH AMERICA,2031.54748143347
482,42049,CN,ALBION 'B' YARD,CANADIAN NATIONAL - NORTH AMERICA,1868.32411853814
483,55087,CN,APPLETON YARD,CANADIAN NATIONAL - NORTH AMERICA,1326.23216990813
484,26163,CN,AUTO ALLIANCE,CANADIAN NATIONAL - NORTH AMERICA,1107.65333669058
485,22033,CN,BATON ROUGE,CANADIAN NATIONAL - NORTH AMERICA,1974.56986149269
486,22033,CN,BATON ROUGE (CN),CANADIAN NATIONAL - NORTH AMERICA,7114.72990937557
487,26025,CN,BATTLE CREEK,CANADIAN NATIONAL - NORTH AMERICA,31261.4234431415
488,28035,CN,BELL,CANADIAN NATIONAL - NORTH AMERICA,8245.64780712932
489,17055,CN,BENTON,CANADIAN NATIONAL - NORTH AMERICA,6389.56432752707
490,42003,CN,BESSEMER,CANADIAN NATIONAL - NORTH AMERICA,15666.3205421907
491,27137,CN,BIWABIK,CANADIAN NATIONAL - NORTH AMERICA,5403.98608316941
492,26163,CN,BOC,CANADIAN NATIONAL - NORTH AMERICA,11314.3967779643
493,22117,CN,BOGALUSA,CANADIAN NATIONAL - NORTH AMERICA,6191.3863098063
494,42019,CN,BRANCHTON,CANADIAN NATIONAL - NORTH AMERICA,6581.02465583868
495,42019,CN,BUTLER,CANADIAN NATIONAL - NORTH AMERICA,288.60888206593
496,42019,CN,BUTLER (CN),CANADIAN NATIONAL - NORTH AMERICA,5463.93882512113
497,42019,CN,CALVIN,CANADIAN NATIONAL - NORTH AMERICA,22897.8536474685
498,17027,CN,CENTRALIA (CN),CANADIAN NATIONAL - NORTH AMERICA,1354.14820483491
499,17121,CN,CENTRALIA (CN),CANADIAN NATIONAL - NORTH AMERICA,4200.0415609477
500,17189,CN,CENTRALIA (CN),CANADIAN NATIONAL - NORTH AMERICA,33642.0497041688
501,17019,CN,CHAMPAIGN,CANADIAN NATIONAL - NORTH AMERICA,24007.9075255901
502,55017,CN,CHIPPEWA FALLS YARD,CANADIAN NATIONAL - NORTH AMERICA,4689.08096435991
503,39007,CN,CONNEAUT HARBOR,CANADIAN NATIONAL - NORTH AMERICA,10724.5608721087
504,39007,CN,CONNEAUT STORAGE,CANADIAN NATIONAL - NORTH AMERICA,3452.6464915177
505,42049,CN,CONNEAUT STORAGE,CANADIAN NATIONAL - NORTH AMERICA,4035.27812896391
506,19155,CN,COUNCIL BLUFFS,CANADIAN NATIONAL - NORTH AMERICA,8521.13976442775
507,17031,CN,CRAWFORD,CANADIAN NATIONAL - NORTH AMERICA,4499.54375281605
508,17003,CN,DAVIS,CANADIAN NATIONAL - NORTH AMERICA,1932.5080039928
509,17115,CN,DECATUR (CN),CANADIAN NATIONAL - NORTH AMERICA,14907.6591150832
510,22089,CN,DESTREHAN,CANADIAN NATIONAL - NORTH AMERICA,18834.8272098314
511,26125,CN,DETROIT INTERMODAL TERM,CANADIAN NATIONAL - NORTH AMERICA,4504.17886452225
512,26125,CN,DETROIT ITNERMODAL TERM,CANADIAN NATIONAL - NORTH AMERICA,1626.06709415824
513,19061,CN,DUBUQUE (CN),CANADIAN NATIONAL - NORTH AMERICA,7121.59355892931
514,19061,CN,DUBUQUE IP&L YARD,CANADIAN NATIONAL - NORTH AMERICA,1272.7381299158
515,27137,CN,DULUTH,CANADIAN NATIONAL - NORTH AMERICA,4505.66612946438
516,26163,CN,EAST,CANADIAN NATIONAL - NORTH AMERICA,6303.45391050079
517,17197,CN,EAST JOLIET,CANADIAN NATIONAL - NORTH AMERICA,26417.9709232156
518,17163,CN,EAST ST LOUIS,CANADIAN NATIONAL - NORTH AMERICA,26371.3307142699
519,26041,CN,ECANABA YARD,CANADIAN NATIONAL - NORTH AMERICA,1115.4343021325
520,26163,CN,EDISON (CN),CANADIAN NATIONAL - NORTH AMERICA,2609.32565289919
521,17049,CN,EFFINGHAM,CANADIAN NATIONAL - NORTH AMERICA,11200.3634339694
522,17031,CN,ELSDON,CANADIAN NATIONAL - NORTH AMERICA,3630.21017826802
523,26041,CN,ESCANABA YARD,CANADIAN NATIONAL - NORTH AMERICA,8104.87572640324
524,28077,CN,FERGUSON,CANADIAN NATIONAL - NORTH AMERICA,20463.5711853842
525,26163,CN,FLAT ROCK,CANADIAN NATIONAL - NORTH AMERICA,44663.3861161329
526,26163,CN,FORDHAVEN,CANADIAN NATIONAL - NORTH AMERICA,4209.92170623382
527,19187,CN,FORT DODGE (CN),CANADIAN NATIONAL - NORTH AMERICA,1611.80870081774
528,21075,CN,FULTON,CANADIAN NATIONAL - NORTH AMERICA,5788.4300182775
529,22005,CN,GEISMAR,CANADIAN NATIONAL - NORTH AMERICA,10197.0423259918
530,26099,CN,GILLEN,CANADIAN NATIONAL - NORTH AMERICA,6912.55522871005
531,26041,CN,GLADSTONE YARD,CANADIAN NATIONAL - NORTH AMERICA,4517.53343689154
532,17031,CN,GLENN,CANADIAN NATIONAL - NORTH AMERICA,24936.3184662846
533,26125,CN,GM,CANADIAN NATIONAL - NORTH AMERICA,3021.37835861954
534,42085,CN,GREENVILLE SHOPS,CANADIAN NATIONAL - NORTH AMERICA,13825.8527441592
535,18089,CN,GRIFFITH,CANADIAN NATIONAL - NORTH AMERICA,4375.47324875286
536,28049,CN,GULF YARD,CANADIAN NATIONAL - NORTH AMERICA,1760.10412008428
537,47157,CN,HARRISON,CANADIAN NATIONAL - NORTH AMERICA,52144.1651073781
538,17031,CN,HAWTHORNE,CANADIAN NATIONAL - NORTH AMERICA,9688.08364639095
539,26163,CN,HAYDEN AUTOLOAD,CANADIAN NATIONAL - NORTH AMERICA,1356.45336548612
540,47157,CN,HOLLYWOOD,CANADIAN NATIONAL - NORTH AMERICA,942.221154093596
541,17031,CN,IMX,CANADIAN NATIONAL - NORTH AMERICA,9508.21984365783
542,17091,CN,KANKAKEE,CANADIAN NATIONAL - NORTH AMERICA,4882.21485121894
543,27137,CN,KEENAN YARD,CANADIAN NATIONAL - NORTH AMERICA,11577.2280972832
544,18089,CN,KIRK,CANADIAN NATIONAL - NORTH AMERICA,162240.394884022
545,18089,CN,KIRK (GRW),CANADIAN NATIONAL - NORTH AMERICA,1850.70671694104
546,55107,CN,LADYSMITH YARD,CANADIAN NATIONAL - NORTH AMERICA,1314.68156695044
547,39095,CN,LANG,CANADIAN NATIONAL - NORTH AMERICA,11317.0128271079
548,26045,CN,LANSING DELTA AUTOLOAD,CANADIAN NATIONAL - NORTH AMERICA,8072.6592318586
549,55071,CN,MANITOWOC YARD,CANADIAN NATIONAL - NORTH AMERICA,5090.35582772175
550,17031,CN,MARKHAM,CANADIAN NATIONAL - NORTH AMERICA,41960.422309227
551,22051,CN,MAYS,CANADIAN NATIONAL - NORTH AMERICA,13236.2764118538
552,26163,CN,MAZDA PLANT,CANADIAN NATIONAL - NORTH AMERICA,2261.49245529076
553,47157,CN,MEMPHIS INTERMODAL TERM,CANADIAN NATIONAL - NORTH AMERICA,17029.5641675767
554,26045,CN,MILL,CANADIAN NATIONAL - NORTH AMERICA,4000.06839633395
555,55139,CN,NEENAH YARD,CANADIAN NATIONAL - NORTH AMERICA,4419.60737783172
556,28089,CN,NISSAN AUTO LOAD,CANADIAN NATIONAL - NORTH AMERICA,328.385244203593
557,28089,CN,NISSAN AUTO LOADING,CANADIAN NATIONAL - NORTH AMERICA,27657.4953841823
558,21145,CN,NORTH,CANADIAN NATIONAL - NORTH AMERICA,293.80660864068
559,26125,CN,NORTH,CANADIAN NATIONAL - NORTH AMERICA,1265.729949623
560,55009,CN,NORTH GREEN BAY YARD,CANADIAN NATIONAL - NORTH AMERICA,15596.6857985657
561,28049,CN,NORTH JACKSON,CANADIAN NATIONAL - NORTH AMERICA,24726.7389101742
562,55009,CN,NORWOOD YARD,CANADIAN NATIONAL - NORTH AMERICA,792.187291764722
563,26125,CN,ORION,CANADIAN NATIONAL - NORTH AMERICA,6171.90127267211
564,26125,CN,ORION AUTOLOAD,CANADIAN NATIONAL - NORTH AMERICA,880.261260380549
565,19093,CN,PLATINUM ETHANOL ARTHUR,CANADIAN NATIONAL - NORTH AMERICA,3064.59174311395
566,55031,CN,POKEGAMA YARD,CANADIAN NATIONAL - NORTH AMERICA,2936.69627479474
567,26125,CN,PONTIAC,CANADIAN NATIONAL - NORTH AMERICA,21958.8279513234
568,26147,CN,PORT HURON,CANADIAN NATIONAL - NORTH AMERICA,2579.68836970717
569,27137,CN,PROCTOR YARD,CANADIAN NATIONAL - NORTH AMERICA,26840.0313255283
570,17031,CN,RAILPORT,CANADIAN NATIONAL - NORTH AMERICA,3790.04833968479
571,27071,CN,RANIER,CANADIAN NATIONAL - NORTH AMERICA,17904.8266200885
572,17201,CN,ROCKFORD (CN),CANADIAN NATIONAL - NORTH AMERICA,1934.40935657445
573,26163,CN,ROUGE,CANADIAN NATIONAL - NORTH AMERICA,1464.63755162104
574,28127,CN,SARATOGA,CANADIAN NATIONAL - NORTH AMERICA,2889.84853220987
575,26163,CN,SCHAEFER,CANADIAN NATIONAL - NORTH AMERICA,3269.53502642155
576,17031,CN,SCHILLER PARK,CANADIAN NATIONAL - NORTH AMERICA,18692.2734271067
577,47157,CN,SEVIER,CANADIAN NATIONAL - NORTH AMERICA,149.626397881832
578,42085,CN,SHENANGO,CANADIAN NATIONAL - NORTH AMERICA,5905.36391200883
579,55039,CN,SHOPS YARD,CANADIAN NATIONAL - NORTH AMERICA,31593.9726689093
580,26033,CN,SOO YARD,CANADIAN NATIONAL - NORTH AMERICA,2387.28270760947
581,26163,CN,SOUTH,CANADIAN NATIONAL - NORTH AMERICA,6498.64918583486
582,28113,CN,SOUTH,CANADIAN NATIONAL - NORTH AMERICA,15660.785839358
583,17031,CN,SOUTH CHICAGO (CN),CANADIAN NATIONAL - NORTH AMERICA,3670.37029571177
584,17167,CN,SPRINGFIELD (CN),CANADIAN NATIONAL - NORTH AMERICA,4876.9004090416
585,17031,CN,STATE LINE PWR PLT,CANADIAN NATIONAL - NORTH AMERICA,252.982114101969
586,18089,CN,STATE LINE PWR PLT,CANADIAN NATIONAL - NORTH AMERICA,2734.51590367524
587,55097,CN,STEVENS POINT YARD,CANADIAN NATIONAL - NORTH AMERICA,8111.54044825395
588,26049,CN,TORRY,CANADIAN NATIONAL - NORTH AMERICA,17270.7070750928
589,26147,CN,TUNNEL,CANADIAN NATIONAL - NORTH AMERICA,9061.39667223931
590,27075,CN,TWO HARBORS YARD,CANADIAN NATIONAL - NORTH AMERICA,23142.6598780088
591,28049,CN,UNION STATION,CANADIAN NATIONAL - NORTH AMERICA,966.561660206774
592,27137,CN,VIRGINIA YARD,CANADIAN NATIONAL - NORTH AMERICA,6398.93711722492
593,17177,CN,WALLACE,CANADIAN NATIONAL - NORTH AMERICA,10824.3671264319
594,19013,CN,WATERLOO (CN),CANADIAN NATIONAL - NORTH AMERICA,12001.7037104376
595,17097,CN,WAUKEGAN (CN),CANADIAN NATIONAL - NORTH AMERICA,4239.14262262834
596,21007,CN,WESTVACO,CANADIAN NATIONAL - NORTH AMERICA,1993.39347833595
597,18089,CN,WHITING,CANADIAN NATIONAL - NORTH AMERICA,16515.9589806065
598,55141,CN,WISCONSIN RAPIDS YARD,CANADIAN NATIONAL - NORTH AMERICA,4437.67162590702
599,26163,CN,WYANDOTTE,CANADIAN NATIONAL - NORTH AMERICA,4133.67324401577
600,41019,CORP,DILLARD YARD,"CENTRAL OREGON & PACIFIC RAILROAD, INC.",3344.3928339163
601,41019,CORP,GLENDALE YARD,"CENTRAL OREGON & PACIFIC RAILROAD, INC.",3903.08469971074
602,41033,CORP,GRANTS PASS YARD,"CENTRAL OREGON & PACIFIC RAILROAD, INC.",10455.9738849589
